,Incident.year,Victim.injury,State,Latitude,Longitude,Shark.common.name,Shark.scientific.name,Provoked/unprovoked,Site.category,Incident.month
702,1996,injured,WA,-32,115.5166667,wobbegong,Orectolobidae,unprovoked,island open ocean,9
703,1996,injured,VIC,-38.41666667,144.1833333,wobbegong,Orectolobidae,unprovoked,estuary/harbour,12
704,1996,injured,QLD,-26.5,153,wobbegong,Orectolobidae,unprovoked,coastal,12
705,1997,injured,QLD,-20.25,148.9666667,tiger shark,Galeocerdo cuvier ,unprovoked,coastal,1
706,1997,injured,QLD,-28.15,153.5333333,bull shark,Carcharhinus leucas,unprovoked,coastal,1
707,1997,uninjured,VIC,-38.51666667,145.0833333,white shark,Carcharodon carcharias ,unprovoked,island open ocean,1
708,1997,injured,QLD,-20.26666667,148.9,grey reef shark,Carcharhinus amblyrhynchos,unprovoked,coastal,2
709,1997,injured,QLD,-27.98333333,153.3333333,bull shark,Carcharhinus leucas,unprovoked,river,2
710,1997,uninjured,NSW,-33.86666667,151.2,bull shark,Carcharhinus leucas,unprovoked,river,2
711,1997,injured,QLD,-26.65,153.1,tiger shark,Galeocerdo cuvier ,unprovoked,coastal,7
712,1997,injured,WA,-31.98333333,115.75,white shark,Carcharodon carcharias ,unprovoked,coastal,10
713,1997,uninjured,VIC,-38.28333333,144.45,white shark,Carcharodon carcharias ,unprovoked,coastal,11
714,1997,injured,WA,-35.13333333,117.95,white shark,Carcharodon carcharias ,unprovoked,coastal,11
715,1997,injured,WA,-33.98333333,114.9833333,wobbegong,Orectolobidae,unprovoked,coastal,12
716,1997,injured,NSW,-29.1,153.4333333,wobbegong,Orectolobidae,unprovoked,coastal,12
717,1997,injured,QLD,-20.11666667,148.9166667,bull shark,Carcharhinus leucas,unprovoked,coastal,12
718,1998,injured,WA,-34.21666667,115.0166667,wobbegong,Orectolobidae,provoked,island open ocean,1
719,1998,uninjured,QLD,-18.66666667,146.5,tiger shark,Galeocerdo cuvier ,unprovoked,island open ocean,1
720,1998,injured,SA,-35.5,138.7,wobbegong,Orectolobidae,unprovoked,coastal,1
721,1998,fatal,SA,-35.31666667,136.1,white shark,Carcharodon carcharias ,unprovoked,coastal,6
722,1998,injured,NSW,-35.03333333,150.7166667,wobbegong,Orectolobidae,unprovoked,coastal,9
723,1998,injured,QLD,-26.5,153,wobbegong,Orectolobidae,provoked,coastal,10
724,1998,injured,SA,-35.5,138.7,wobbegong,Orectolobidae,unprovoked,coastal,12
725,1998,injured,NSW,-33.95,151.15,whaler shark,Carcharhinidae,provoked,estuary/harbour,12
726,1999,injured,NSW,-30.56666667,152.9833333,white shark,Carcharodon carcharias ,unprovoked,ocean/pelagic,2
727,1999,fatal,SA,-34.88333333,137.45,white shark,Carcharodon carcharias ,unprovoked,coastal,5
728,1999,injured,QLD,-27.38333333,153.4333333,wobbegong,Orectolobidae,provoked,coastal,10
729,1999,uninjured,NSW,-32.21666667,152.6,bronze whaler shark,Carcharhinus brachyurus,unprovoked,ocean/pelagic,12
730,1999,uninjured,WA,-31.88333333,115.75,white shark,Carcharodon carcharias ,provoked,coastal,12
731,2000,uninjured,NSW,-34.03333333,151.15,white shark,Carcharodon carcharias ,unprovoked,coastal,2
732,2000,injured,SA,-32.08333333,132.9833333,white shark,Carcharodon carcharias ,unprovoked,coastal,2
733,2000,injured,WA,-31.81666667,115.7333333,wobbegong,Orectolobidae,unprovoked,coastal,2
734,2000,injured,QLD,-27.96666667,153.4166667,white shark,Carcharodon carcharias ,unprovoked,coastal,3
735,2000,injured,WA,-31.95,115.0666667,white shark,Carcharodon carcharias ,unprovoked,coastal,3
736,2000,uninjured,NSW,-33.48333333,151.4166667,white shark,Carcharodon carcharias ,unprovoked,coastal,3
737,2000,injured,NSW,-33.86666667,151.2,bull shark,Carcharhinus leucas,unprovoked,estuary/harbour,3
738,2000,uninjured,NSW,-33.86666667,151.2,bull shark,Carcharhinus leucas,unprovoked,river,3
739,2000,uninjured,NSW,-33.93333333,151.25,whaler shark,Carcharhinidae,unprovoked,coastal,4
740,2000,injured,WA,-31.98333333,115.75,wobbegong,Orectolobidae,provoked,coastal,4
741,2000,fatal,SA,-33.61666667,134.8166667,white shark,Carcharodon carcharias ,unprovoked,coastal,9
742,2000,fatal,SA,-32.08333333,132.9666667,white shark,Carcharodon carcharias ,unprovoked,coastal,9
743,2000,uninjured,QLD,-18.66666667,146.5,tiger shark,Galeocerdo cuvier ,provoked,island open ocean,11
744,2000,injured,WA,-31.98333333,115.75,white shark,Carcharodon carcharias ,unprovoked,coastal,11
745,2000,uninjured,NSW,-34.63333333,150.3833333,white shark,Carcharodon carcharias ,unprovoked,coastal,11
746,2000,uninjured,SA,-33.18333333,134.65,white shark,Carcharodon carcharias ,provoked,coastal,11
747,2000,fatal,WA,-31.98333333,115.75,white shark,Carcharodon carcharias ,unprovoked,coastal,11
748,2000,injured,QLD,-23.43333333,151.9,whaler shark,Carcharhinidae,provoked,coastal,12
749,2000,injured,QLD,-19.25,146.8166667,wobbegong,Orectolobidae,unprovoked,coastal,12
750,2001,uninjured,QLD,-26.38333333,153.0833333,tiger shark,Galeocerdo cuvier ,unprovoked,coastal,1
751,2001,uninjured,NSW,-30.88333333,153.05,white shark,Carcharodon carcharias ,unprovoked,coastal,1
752,2001,injured,NSW,-29.6,153.3333333,tiger shark,Galeocerdo cuvier ,unprovoked,coastal,2
753,2001,injured,WA,-33.96666667,114.9833333,wobbegong,Orectolobidae,unprovoked,coastal,3
754,2001,injured,NSW,-30.63333333,153.0166667,wobbegong,Orectolobidae,unprovoked,estuary/harbour,4
755,2001,injured,NSW,-33.9,151.2666667,wobbegong,Orectolobidae,provoked,coastal,4
756,2001,injured,NSW,-33.23333333,151.5333333,white shark,Carcharodon carcharias ,unprovoked,coastal,5
757,2001,uninjured,QLD,-27.28333333,153.4166667,tiger shark,Galeocerdo cuvier ,unprovoked,coastal,10
758,2001,injured,QLD,-16.91666667,149.25,silvertip shark,Carcharhinus albimarginatus,provoked,coastal,10
759,2001,injured,NSW,-28.81666667,153.5333333,white shark,Carcharodon carcharias ,unprovoked,coastal,11
760,2001,injured,NSW,-29.43333333,153.35,wobbegong,Orectolobidae,unprovoked,coastal,12
761,2001,uninjured,WA,-33.63333333,115,white shark,Carcharodon carcharias ,unprovoked,coastal,12
762,2001,uninjured,WA,-34.25,115.0166667,white shark,Carcharodon carcharias ,provoked,coastal,12
763,2002,injured,WA,-33.3,115.6833333,shortfin mako shark,Isurus oxyrinchus,unprovoked,estuary/harbour,1
764,2002,injured,NSW,-32.73333333,152.1833333,bull shark,Carcharhinus leucas,unprovoked,island open ocean,1
765,2002,injured,QLD,-26.36666667,153.0833333,whaler shark,Carcharhinidae,unprovoked,coastal,2
766,2002,uninjured,NSW,-33.86666667,151.2,bull shark,Carcharhinus leucas,unprovoked,river,2
767,2002,uninjured,NSW,-30.28333333,153.1333333,bull shark,Carcharhinus leucas,provoked,coastal,4
768,2002,fatal,SA,-32.38422037,133.9255802,white shark,Carcharodon carcharias ,provoked,coastal,4
769,2002,injured,NSW,-32.93333333,151.75,wobbegong,Orectolobidae,unprovoked,coastal,4
770,2002,uninjured,WA,-31.96666667,115.75,white shark,Carcharodon carcharias ,unprovoked,coastal,8
771,2002,injured,QLD,-16.66666667,145.9333333,hammerhead shark ,Sphyrnidae,provoked,coastal,12
772,2002,injured,NSW,-33.78333333,151.2833333,wobbegong,Orectolobidae,unprovoked,coastal,12
773,2002,fatal,QLD,-28.05,153.4166667,bull shark,Carcharhinus leucas,unprovoked,river,12
774,2003,injured,NSW,-33.91666667,151.25,wobbegong,Orectolobidae,unprovoked,coastal,1
775,2003,uninjured,SA,-33.86666667,135.1666667,white shark,Carcharodon carcharias ,unprovoked,coastal,1
776,2003,injured,SA,-35.51666667,138.7666667,wobbegong,Orectolobidae,unprovoked,coastal,2
777,2003,fatal,QLD,-28.1,153.1,bull shark,Carcharhinus leucas,unprovoked,coastal,2
778,2003,injured,NSW,-29.41666667,153.35,whaler shark,Carcharhinidae,unprovoked,coastal,3
779,2003,injured,WA,-32.53333333,115.7166667,wobbegong,Orectolobidae,provoked,coastal,3
780,2003,uninjured,NT,-12.18333333,136.7666667,tiger shark,Galeocerdo cuvier ,unprovoked,island open ocean,7
781,2003,injured,NSW,-30.28333333,153.1333333,wobbegong,Orectolobidae,unprovoked,coastal,10
782,2003,injured,NSW,-32.43333333,152.5166667,wobbegong,Orectolobidae,unprovoked,coastal,10
783,2003,injured,WA,-33.63333333,114.9833333,wobbegong,Orectolobidae,provoked,coastal,11
784,2003,injured,WA,-33.96666667,114.9833333,wobbegong,Orectolobidae,provoked,coastal,11
785,2003,injured,WA,-33.96666667,114.9833333,wobbegong,Orectolobidae,provoked,river,12
786,2003,uninjured,VIC,-38.26666667,144.5333333,whaler shark,Carcharhinidae,unprovoked,coastal,12
787,2004,injured,WA,-33.98333333,114.9833333,wobbegong,Orectolobidae,unprovoked,coastal,1
788,2004,uninjured,NSW,-34.56666667,150.8666667,whaler shark,Carcharhinidae,unprovoked,coastal,1
789,2004,injured,NSW,-30.56666667,152.9833333,wobbegong,Orectolobidae,unprovoked,coastal,1
790,2004,injured,NSW,-30.63333333,153.0166667,wobbegong,Orectolobidae,unprovoked,coastal,1
791,2004,injured,WA,-33.13333333,115.6833333,white shark,Carcharodon carcharias ,provoked,coastal,1
792,2004,uninjured,VIC,-38.36666667,144.75,white shark,Carcharodon carcharias ,provoked,coastal,2
793,2004,injured,NSW,-33.1,151.65,blind shark,Brachaelurus waddi,provoked,coastal,2
794,2004,injured,WA,-31.85,115.75,wobbegong,Orectolobidae,unprovoked,coastal,2
795,2004,injured,WA,-31.85,115.75,wobbegong,Orectolobidae,unprovoked,coastal,2
796,2004,injured,WA,-30.25,115.0166667,bronze whaler shark,Carcharhinus brachyurus,provoked,Coastal,3
797,2004,injured,NSW,-32.2,152.55,wobbegong,Orectolobidae,unprovoked,coastal,4
798,2004,injured,WA,-33.96666667,114.9833333,wobbegong,Orectolobidae,unprovoked,coastal,4
799,2004,uninjured,WA,-31.91666667,115.75,white shark,Carcharodon carcharias ,provoked,ocean/pelagic,6
800,2004,injured,WA,-33.33333333,115.6333333,white shark,Carcharodon carcharias ,unprovoked,coastal,6
801,2004,injured,WA,-31.98333333,115.5333333,wobbegong,Orectolobidae,unprovoked,island open ocean,7
802,2004,fatal,WA,-33.85,114.9833333,white shark,Carcharodon carcharias ,unprovoked,coastal,7
803,2004,injured,NSW,-28.63333333,153.6166667,grey nurse shark,Carcharius taurus,provoked,Coastal,8
804,2004,uninjured,VIC,-38.46666667,145.0166667,white shark,Carcharodon carcharias ,unprovoked,coastal,8
805,2004,uninjured,QLD,-16.4,145.7666667,tiger shark,Galeocerdo cuvier ,provoked,Ocean/pelagic,9
806,2004,injured,NSW,-32.85,151.8333333,white shark,Carcharodon carcharias ,unprovoked,coastal,10
807,2004,injured,NSW,-32.01666667,152.5333333,wobbegong,Orectolobidae,unprovoked,coastal,11
808,2004,fatal,QLD,-16.21666667,145.8833333,tiger shark,Galeocerdo cuvier ,provoked,island open ocean,12
809,2004,fatal,SA,-34.9,137,white shark,Carcharodon carcharias ,unprovoked,coastal,12
810,2005,uninjured,VIC,-37.98333333,145.0166667,white shark,Carcharodon carcharias ,provoked,coastal,1
811,2005,injured,QLD,-27.55,152.8166667,bull shark,Carcharhinus leucas,unprovoked,river,2
812,2005,uninjured,NSW,-33.38333333,151.4833333,white shark,Carcharodon carcharias ,unprovoked,coastal,3
813,2005,fatal,WA,-28.71666667,113.7833333,white shark,Carcharodon carcharias ,unprovoked,island open ocean,3
814,2005,injured,NT,-12.11666667,136.8,whaler shark,Carcharhinidae,provoked,island open ocean,4
815,2005,uninjured,NSW,-33.9,151.2666667,white shark,Carcharodon carcharias ,unprovoked,coastal,4
816,2005,injured,QLD,-19.35,147.3666667,blacktip reef shark,Carcharhinus melanopterus,provoked,coastal,5
817,2005,fatal,SA,-34.96666667,138.5,white shark,Carcharodon carcharias ,unprovoked,coastal,8
818,2005,uninjured,NSW,-30.88333333,153.0833333,tiger shark,Galeocerdo cuvier ,unprovoked,coastal,9
819,2005,injured,NSW,-30.3,153.1333333,wobbegong,Orectolobidae,unprovoked,coastal,9
820,2005,uninjured,WA,-31.88333333,115.75,white shark,Carcharodon carcharias ,unprovoked,coastal,9
821,2005,injured,SA,-35.08333333,137.5333333,white shark,Carcharodon carcharias ,unprovoked,coastal,9
822,2005,injured,SA,-34.83333333,135.6833333,white shark,Carcharodon carcharias ,unprovoked,coastal,9
823,2005,injured,VIC,-38.46666667,145.0166667,white shark,Carcharodon carcharias ,unprovoked,coastal,11
824,2005,uninjured,QLD,-27.18333333,153.4,bronze whaler shark,Carcharhinus brachyurus,unprovoked,ocean/pelagic,11
825,2005,injured,QLD,-16.48333333,145.45,whitetip reef shark,Triaenodon obesus  ,provoked,coastal,12
826,2006,fatal,QLD,-27.4,153.4333333,bull shark,Carcharhinus leucas,unprovoked,coastal,1
827,2006,injured,WA,-31.93333333,115.75,white shark,Carcharodon carcharias ,provoked,coastal,1
828,2006,injured,QLD,-26.8,153.1333333,wobbegong,Orectolobidae,unprovoked,coastal,2
829,2006,uninjured,NSW,-33.88333333,151.2666667,whaler shark,Carcharhinidae,unprovoked,coastal,3
830,2006,injured,NSW,-32.91666667,151.7833333,wobbegong,Orectolobidae,unprovoked,coastal,4
831,2006,injured,QLD,-26.68333333,153.1333333,wobbegong,Orectolobidae,provoked,coastal,5
832,2006,uninjured,NSW,-33.9,151.2666667,white shark,Carcharodon carcharias ,provoked,Coastal,8
833,2006,injured,WA,-33.91666667,122.5833333,white shark,Carcharodon carcharias ,unprovoked,island open ocean,12
834,2006,uninjured,WA,-20.36666667,116.8666667,grey reef shark,Carcharhinus amblyrhynchos,provoked,coastal,12
835,2006,injured,VIC,-38.36666667,144.2666667,white shark,Carcharodon carcharias ,unprovoked,coastal,12
836,2007,uninjured,NSW,-32.38333333,152.5166667,white shark,Carcharodon carcharias ,unprovoked,coastal,1
837,2007,injured,NSW,-37.5,149.9666667,white shark,Carcharodon carcharias ,provoked,Coastal,1
838,2007,injured,NSW,-28.83333333,153.6,white shark,Carcharodon carcharias ,unprovoked,coastal,2
839,2007,injured,NSW,-28.53333333,153.55,white shark,Carcharodon carcharias ,unprovoked,estuary/harbour,3
840,2007,injured,QLD,-24.71666667,152.2666667,bull shark,Carcharhinus leucas,unprovoked,coastal,3
841,2007,injured,QLD,-16.55,139.4,unknown,unknown,unprovoked,island open ocean,4
842,2007,injured,WA,-23.13333333,113.7666667,whitetip reef shark,Triaenodon obesus  ,provoked,coastal,5
843,2007,injured,NSW,-31.18333333,152.9666667,bull shark,Carcharhinus leucas,unprovoked,coastal,6
844,2007,injured,NSW,-33.78333333,151.2833333,wobbegong,Orectolobidae,unprovoked,coastal,7
845,2007,uninjured,WA,-21.95,114.1166667,white shark,Carcharodon carcharias ,unprovoked,coastal,7
846,2007,injured,WA,-12.15,96.81666667,wobbegong,Orectolobidae,provoked,coastal,7
847,2007,injured,QLD,-16.91666667,145.7666667,whaler shark,Carcharhinidae,provoked,ocean/pelagic,10
848,2007,injured,NSW,-28.63333333,153.6166667,white shark,Carcharodon carcharias ,unprovoked,coastal,10
849,2007,uninjured,NSW,-28.63333333,153.6,white shark,Carcharodon carcharias ,unprovoked,coastal,11
850,2007,injured,NSW,-33.9495,151.2437,wobbegong,Orectolobidae,unprovoked,coastal,12
851,2007,injured,QLD,-27.93333333,153.4166667,whaler shark,Carcharhinidae,unprovoked,coastal,12
852,2007,injured,NSW,-32.68333333,152.1833333,white shark,Carcharodon carcharias ,unprovoked,estuary/harbour,12
853,2008,uninjured,TAS,-41,147.1333333,white shark,Carcharodon carcharias ,unprovoked,estuary/harbour,1
854,2008,injured,NSW,-28.18333333,153.5666667,wobbegong,Orectolobidae,unprovoked,coastal,1
855,2008,injured,WA,-31.98333333,115.5333333,wobbegong,Orectolobidae,unprovoked,island open ocean,1
856,2008,injured,VIC,-38.83333333,146.1666667,wobbegong,Orectolobidae,unprovoked,estuary/harbour,2
857,2008,injured,QLD,-28.15,153.5333333,wobbegong,Orectolobidae,unprovoked,coastal,4
858,2008,fatal,NSW,-28.86666667,153.5666667,bull shark,Carcharhinus leucas,unprovoked,coastal,4
859,2008,injured,WA,-33.63333333,115,wobbegong,Orectolobidae,provoked,coastal,4
860,2008,injured,WA,-35.01666667,117.9166667,white shark,Carcharodon carcharias ,unprovoked,coastal,5
861,2008,uninjured,VIC,-38.38333333,142.4833333,white shark,Carcharodon carcharias ,unprovoked,coastal,7
862,2008,uninjured,NSW,-28.63333333,153.6166667,white shark,Carcharodon carcharias ,unprovoked,coastal,8
863,2008,uninjured,NSW,-28.63333333,153.6166667,white shark,Carcharodon carcharias ,unprovoked,coastal,9
864,2008,uninjured,NSW,-32.43333333,152.5166667,whaler shark,Carcharhinidae,unprovoked,estuary/harbour,12
865,2008,fatal,WA,-32.35,115.7166667,white shark,Carcharodon carcharias ,provoked,coastal,12
866,2008,uninjured,NSW,-33.73333333,151.3166667,white shark,Carcharodon carcharias ,provoked,coastal,12
867,2009,injured,NSW,-34.53333333,150.8666667,dusky shark,Carcharhinus obscurus,provoked,river,1
868,2009,injured,QLD,-13.91666667,146.6166667,grey reef shark,Carcharhinus amblyrhynchos,provoked,island open ocean,1
869,2009,injured,NSW,-28.18333333,153.55,white shark,Carcharodon carcharias ,unprovoked,estuary/harbour,1
870,2009,injured,TAS,-41.23333333,148.3,white shark,Carcharodon carcharias ,unprovoked,coastal,1
871,2009,injured,NSW,-35.76,150.2053,unknown,unknown,unprovoked,coastal,1
872,2009,uninjured,NSW,-31.45,152.9166667,white shark,Carcharodon carcharias ,unprovoked,coastal,2
873,2009,injured,NSW,-33.85,151.2166667,bull shark,Carcharhinus leucas,unprovoked,coastal,2
874,2009,uninjured,NSW,-29.76666667,153.2833333,white shark,Carcharodon carcharias ,unprovoked,coastal,2
875,2009,injured,NSW,-33.88333333,151.2666667,white shark,Carcharodon carcharias ,unprovoked,estuary/harbour,2
876,2009,uninjured,NSW,-32.38333333,152.5166667,white shark,Carcharodon carcharias ,unprovoked,coastal,2
877,2009,injured,NSW,-33.63333333,151.3166667,white shark,Carcharodon carcharias ,unprovoked,coastal,3
878,2009,uninjured,NSW,-35.85,150.1666667,whaler shark,Carcharhinidae,unprovoked,coastal,3
879,2009,injured,NSW,-33.93333333,151.25,wobbegong,Orectolobidae,unprovoked,coastal,3
880,2009,injured,WA,-32.5,115.7,white shark,Carcharodon carcharias ,unprovoked,coastal,3
881,2009,injured,WA,-31.98333333,115.5333333,wobbegong,Orectolobidae,provoked,island open ocean,3
882,2009,uninjured,NSW,-32.73333333,152.1833333,bull shark,Carcharhinus leucas,unprovoked,coastal,4
883,2009,injured,NSW,-34.66666667,150.85,wobbegong,Orectolobidae,unprovoked,coastal,6
884,2009,injured,NSW,-28.63333333,153.6166667,whaler shark,Carcharhinidae,unprovoked,coastal,7
885,2009,uninjured,WA,-32,115.45,white shark,Carcharodon carcharias ,provoked,island open ocean,8
886,2009,injured,WA,-12.15,96.81666667,whaler shark,Carcharhinidae,unprovoked,island open ocean,9
887,2009,uninjured,VIC,-38.33333333,141.6,white shark,Carcharodon carcharias ,unprovoked,coastal,10
888,2009,uninjured,NSW,-28.78333333,153.5833333,white shark,Carcharodon carcharias ,unprovoked,coastal,10
889,2009,injured,SA,-35.5,138.2333333,white shark,Carcharodon carcharias ,provoked,coastal,11
890,2009,injured,QLD,-23.43333333,151.9,whaler shark,Carcharhinidae,provoked,island open ocean,12
891,2009,injured,NSW,-33.45,151.4333333,wobbegong,Orectolobidae,provoked,coastal,12
892,2009,injured,NSW,-26.067,113.567,white shark,Carcharodon carcharias ,unprovoked,coastal,12
893,2009,injured,NSW,-29.1,153.4333333,white shark,Carcharodon carcharias ,unprovoked,coastal,12
894,2009,uninjured,NSW,-32.16666667,152.5,white shark,Carcharodon carcharias ,unprovoked,coastal,12
895,2010,uninjured,QLD,-24.8,152.45,white shark,Carcharodon carcharias ,unprovoked,coastal,1
896,2010,injured,VIC,-38.28333333,144.4333333,white shark,Carcharodon carcharias ,unprovoked,coastal,1
897,2010,injured,QLD,-10.56666667,142.2166667,whitetip reef shark,Triaenodon obesus  ,unprovoked,coastal,1
898,2010,uninjured,NSW,-29.41666667,153.3666667,white shark,Carcharodon carcharias ,unprovoked,coastal,2
899,2010,injured,QLD,-20.35,148.9333333,bull shark,Carcharhinus leucas,unprovoked,coastal,2
900,2010,injured,NSW,-33.66666667,151.3,wobbegong,Orectolobidae,unprovoked,coastal,2
901,2010,injured,NSW,-31.3,152.9666667,bull shark,Carcharhinus leucas,unprovoked,coastal,5
902,2010,injured,WA,-35.03333333,116.8333333,white shark,Carcharodon carcharias ,unprovoked,coastal,6
903,2010,injured,NSW,-31.18333333,152.9666667,white shark,Carcharodon carcharias ,unprovoked,coastal,8
904,2010,fatal,WA,-33.85,114.9666667,white shark,Carcharodon carcharias ,unprovoked,coastal,8
905,2010,injured,NSW,-29.4,153.3333333,white shark,Carcharodon carcharias ,unprovoked,island open ocean,9
906,2010,injured,WA,-30.83333333,115.2666667,white shark,Carcharodon carcharias ,unprovoked,Coastal,10
907,2010,injured,NSW,-30.06666667,153.2,wobbegong,Orectolobidae,unprovoked,coastal,10
908,2010,injured,WA,-32.18333333,115.6833333,white shark,Carcharodon carcharias ,unprovoked,island open ocean,10
909,2011,fatal,SA,-34.71666667,135.15,white shark,Carcharodon carcharias ,provoked,island open ocean,2
910,2011,injured,WA,-21.95,114.1166667,whaler shark,Carcharhinidae,unprovoked,coastal,2
911,2011,injured,NSW,-32.73333333,152.1833333,white shark,Carcharodon carcharias ,unprovoked,coastal,3
912,2011,injured,NSW,-31.8464,152.7489,bull shark,Carcharodon carcharias ,unprovoked,coastal,3
913,2011,injured,WA,-24.48333333,113.4,whaler shark,Carcharhinidae,provoked,coastal,4
914,2011,injured,NSW,-32.45,152.5333333,wobbegong,Orectolobidae,provoked,coastal,5
915,2011,fatal,QLD,-18.71666667,146.5666667,tiger shark,Galeocerdo cuvier ,unprovoked,coastal,8
916,2011,fatal,WA,-33.53333333,115.0333333,white shark,Carcharodon carcharias ,unprovoked,coastal,9
917,2011,fatal,WA,-32,115.45,white shark,Carcharodon carcharias ,unprovoked,island open ocean,10
918,2011,uninjured,VIC,-37.88333333,144.9833333,port jackson shark,Heterodontus portusjacksoni,provoked,coastal,10
919,2011,fatal,WA,-31.98333333,115.75,white shark,Carcharodon carcharias ,unprovoked,coastal,10
920,2011,injured,QLD,-26.46666667,153.0833333,wobbegong,Orectolobidae,provoked,island open ocean,11
921,2011,injured,NSW,-28.7,153.6,white shark,Carcharodon carcharias ,unprovoked,coastal,12
922,2011,injured,NSW,-33.93333333,151.25,wobbegong,Orectolobidae,provoked,coastal,12
923,2011,injured,NSW,-29.48333333,153.35,white shark,Carcharodon carcharias ,unprovoked,coastal,12
924,2012,injured,NSW,-33.45,151.4333333,white shark,Carcharodon carcharias ,unprovoked,coastal,1
925,2012,uninjured,NSW,-28.16666667,153.55,tiger shark,Galeocerdo cuvier ,provoked,estuary/harbour,1
926,2012,injured,NSW,-33,151.7166667,white shark,Carcharodon carcharias ,unprovoked,coastal,1
927,2012,injured,WA,-23.13333333,113.7666667,tiger shark,Galeocerdo cuvier ,unprovoked,coastal,1
928,2012,uninjured,NSW,-31.98333333,152.5666667,white shark,Carcharodon carcharias ,unprovoked,coastal,2
929,2012,injured,NSW,-32.6,152.3166667,wobbegong,Orectolobidae,provoked,island open ocean,2
930,2012,uninjured,QLD,-26.75,153.1333333,whaler shark,Carcharhinidae,unprovoked,coastal,2
931,2012,injured,QLD,-28.05,153.4333333,bull shark,Carcharhinus leucas,provoked,coastal,3
932,2012,uninjured,NSW,-33.55,151.3166667,unknown,unknown,unprovoked,coastal,3
933,2012,fatal,WA,-33.46666667,115.5166667,white shark,Carcharodon carcharias ,unprovoked,coastal,3
934,2012,injured,SA,-35.18333333,136.85,white shark,Carcharodon carcharias ,unprovoked,coastal,4
935,2012,injured,NSW,-32.21666667,152.6,wobbegong,Orectolobidae,provoked,ocean/pelagic,5
936,2012,uninjured,NSW,-33,151.7,white shark,Carcharodon carcharias ,unprovoked,coastal,5
937,2012,injured,VIC,-38.61666667,142.9833333,white shark,Carcharodon carcharias ,unprovoked,coastal,6
938,2012,injured,TAS,-43.51666667,146.2333333,white shark,Carcharodon carcharias ,unprovoked,coastal,6
939,2012,uninjured,WA,-31.78333333,115.7166667,white shark,Carcharodon carcharias ,unprovoked,coastal,6
940,2012,injured,SA,-32.76666667,134.2,white shark,Carcharodon carcharias ,unprovoked,coastal,7
941,2012,fatal,WA,-30.83333333,115.2666667,white shark,Carcharodon carcharias ,unprovoked,Coastal,7
942,2012,injured,WA,-24.38333333,113.3833333,tiger shark,Galeocerdo cuvier ,unprovoked,coastal,8
943,2012,uninjured,WA,-31.76666667,115.7166667,white shark,Carcharodon carcharias ,unprovoked,coastal,10
944,2012,injured,NSW,-31.73333333,152.7833333,bull shark,Carcharhinus leucas,unprovoked,coastal,12
945,2012,injured,NSW,-30.86666667,153.0333333,grey nurse shark,Carcharius taurus,provoked,estuary/harbour,12
946,2012,uninjured,NSW,-33.75,151.3,white shark,Carcharodon carcharias ,unprovoked,coastal,12
947,2013,injured,WA,-20.35,116.8166667,whaler shark,Carcharhinidae,provoked,island open ocean,1
948,2013,injured,QLD,-26.36666667,153.0833333,tiger shark,Galeocerdo cuvier ,unprovoked,coastal,1
949,2013,injured,WA,-28.8,114.6,bronze whaler shark,Carcharhinus brachyurus,provoked,coastal,3
950,2013,injured,NSW,-29.46666667,153.35,wobbegong,Orectolobidae,provoked,coastal,4
951,2013,uninjured,WA,-32.4,115.7333333,white shark,Carcharodon carcharias ,unprovoked,coastal,5
952,2013,injured,NSW,-28.63333333,153.6,wobbegong,Orectolobidae,provoked,coastal,5
953,2013,uninjured,NSW,-35.06666667,150.7833333,white shark,Carcharodon carcharias ,unprovoked,coastal,6
954,2013,injured,VIC,-38.46666667,145.0166667,white shark,Carcharodon carcharias ,unprovoked,coastal,7
955,2013,injured,NSW,-33.71666667,151.3,wobbegong,Orectolobidae,provoked,coastal,10
956,2013,injured,WA,-21.95,114.1166667,grey reef shark,Carcharhinus amblyrhynchos,unprovoked,coastal,10
957,2013,injured,WA,-33.95,123.9166667,white shark,Carcharodon carcharias ,provoked,ocean/pelagic,10
958,2013,fatal,NSW,-30.26666667,153.1333333,tiger shark,Galeocerdo cuvier ,unprovoked,coastal,11
959,2013,fatal,WA,-33.85,114.9666667,white shark,Carcharodon carcharias ,unprovoked,coastal,11
960,2013,injured,QLD,-28.1,153.4666667,wobbegong,Orectolobidae,unprovoked,coastal,12
961,2013,injured,NSW,-31.45,152.9166667,wobbegong,Orectolobidae,unprovoked,coastal,12
962,2014,fatal,SA,-35.13333333,137.7,white shark,Carcharodon carcharias ,provoked,coastal,2
963,2014,uninjured,WA,-32,115.55,white shark,Carcharodon carcharias ,provoked,coastal,2
964,2014,uninjured,VIC,-38.36666667,144.2666667,white shark,Carcharodon carcharias ,unprovoked,island open ocean,3
965,2014,injured,NSW,-31.46666667,152.9166667,wobbegong,Orectolobidae,provoked,coastal,3
966,2014,fatal,NSW,-36.71666667,149.9833333,white shark,Carcharodon carcharias ,unprovoked,coastal,4
967,2014,injured,WA,-23.13333333,113.75,whaler shark,Carcharhinidae,provoked,ocean/pelagic,4
968,2014,uninjured,SA,-33.63333333,134.8666667,white shark,Carcharodon carcharias ,unprovoked,coastal,5
969,2014,injured,QLD,-27.98333333,153.4166667,bull shark,Carcharhinus leucas,unprovoked,river,5
